id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,location,phone,display_phone,distance,price
TnuT_GBDbmbUexSD0QEjOQ,sweetie-singapore,Sweetie,https://s3-media3.fl.yelpcdn.com/bphoto/zt3xyhHyT3ItzqogBHkKxw/o.jpg,False,https://www.yelp.com/biz/sweetie-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['juicebars'],4.0,"[1.38513, 103.74433]",[],10 Choa Chu Kang Ave 4,,,1945.8787085496615,
jV9QnRbDL2U1aB6tWnWNaQ,bean-basic-singapore,Bean Basic,https://s3-media1.fl.yelpcdn.com/bphoto/bfLlhMWSF6Z-VehTuymD1w/o.jpg,False,https://www.yelp.com/biz/bean-basic-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['desserts'],3.0,"[1.38504, 103.743309]",[],"Block 302 #01-719,  Choa Chu Kang Avenue 4",,,2005.2061477421262,
wWV5Ew0U7s1c09aZXtg6iA,mr-bean-singapore-5,Mr. Bean,https://s3-media2.fl.yelpcdn.com/bphoto/DMx3iF5-wwAsjNQXfkMzEQ/o.jpg,False,https://www.yelp.com/biz/mr-bean-singapore-5?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,2,['food'],4.0,"[1.38513, 103.7443314]",[],10 Choa Chu Kang Ave 4 #01-07 Choa Chu Kang MRT Station,,,1907.881319552772,$$
3fV5iRMSTx6NV2JEQXyiag,ajisen-ramen-singapore-2,Ajisen Ramen,https://s3-media4.fl.yelpcdn.com/bphoto/iES_qY9UR8WYsLCkBtV8DQ/o.jpg,False,https://www.yelp.com/biz/ajisen-ramen-singapore-2?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,3,['ramen'],3.5,"[1.38488707243595, 103.744950822994]",[],Lot 1 21 Choa Chu Kang Avenue 4,+6567601282,+65 6760 1282,1959.3707296256712,
ekGEdKgwbA0Itcq3Yqzijw,choa-chu-kang-lot-singapore,Choa Chu Kang Lot,https://s3-media3.fl.yelpcdn.com/bphoto/qFy2hObqUyuAzn336H1naw/o.jpg,False,https://www.yelp.com/biz/choa-chu-kang-lot-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['restaurants'],1.0,"[1.38512, 103.7449799]",[],"21, Choa Chu Kang Ave 4",+6568942156,+65 6894 2156,1959.884164505373,
hb5WPRJ6BZ41MwnpYCfpjw,baker-talent-singapore,Baker Talent,https://s3-media4.fl.yelpcdn.com/bphoto/633Tc3ETm3prh1LWnjZImA/o.jpg,False,https://www.yelp.com/biz/baker-talent-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,2,['bakeries'],2.5,"[1.38463, 103.7436523]",[],303 Chua Chu Kang Avenue 4,,,2030.6856145298404,$
jpLwSkNdX4ucpehyidHiDQ,long-john-silvers-singapore-5,Long John Silvers,https://s3-media4.fl.yelpcdn.com/bphoto/_mgMVXeOb40jSy2lxsF9GQ/o.jpg,False,https://www.yelp.com/biz/long-john-silvers-singapore-5?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['food'],4.0,"[1.38512, 103.7449799]",[],"21 Choa Chu Kang Avenue 4, #B1-12 Lot 1 Shoppers' Mall",,,1959.884164505373,
QJ_Wq9cjgQ0t8VkgBKYm0g,four-leaves-no-title,Four Leaves,https://s3-media2.fl.yelpcdn.com/bphoto/8VgBnXyegV-fOEsb7EnfxQ/o.jpg,False,https://www.yelp.com/biz/four-leaves-no-title?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,3,['food'],4.0,"[1.38474, 103.7450485]",[],"B1 Lot 1 Shopping Mall, Choa Chu Kang Avenue 4",,,1959.884164505373,$
pJ6HslIJactM5SowqQmQ-Q,pizza-hut-singapore-16,Pizza Hut,https://s3-media2.fl.yelpcdn.com/bphoto/yNX1JC8AsV_sGaRZ6RI2qQ/o.jpg,False,https://www.yelp.com/biz/pizza-hut-singapore-16?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['food'],4.0,"[1.38512, 103.7449799]",[],21 Choa Chu Kang Ave 4 #02-20 Lot One Shopper's Mall,,,1959.884164505373,$$
StcyvXkw-IuhV8Uy4ZelAQ,cheers-singapore-6,Cheers,https://s3-media2.fl.yelpcdn.com/bphoto/XZcAshUKnJwQTK1Nt9UVUA/o.jpg,False,https://www.yelp.com/biz/cheers-singapore-6?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['convenience'],3.0,"[1.3852487, 103.7443487]",[],10 Choa Chu Kang Ave 4,,,1945.8787085496615,
MaTXxe7WdVEaXsm6fR70ig,pastamania-singapore-6,PastaMania,https://s3-media3.fl.yelpcdn.com/bphoto/6PBuVhTCMCnexkEidanEgw/o.jpg,False,https://www.yelp.com/biz/pastamania-singapore-6?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,2,"['italian', 'pizza']",3.5,"[1.38481, 103.744976]",[],21 Choa Chu Kang Ave 4,+6567652213,+65 6765 2213,1966.4823805635292,$
2luqtS8MtDEBcSznOK8fFg,gogo-franks-singapore,GoGo Franks,https://s3-media3.fl.yelpcdn.com/bphoto/NQ1MtA1SFHLByNPkmv-3FQ/o.jpg,False,https://www.yelp.com/biz/gogo-franks-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,2,['food'],3.5,"[1.38512, 103.7449799]",[],"21 Choa Chu Kang Avenue 4, Lot 1 Shopper's Mall",,,1959.884164505373,
qyf9ssCztJl0aFBF45oCLw,delifrance-singapore-2,Delifrance,https://s3-media3.fl.yelpcdn.com/bphoto/yOzzEO5mAihVj5L3kd1x1g/o.jpg,False,https://www.yelp.com/biz/delifrance-singapore-2?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,2,['food'],3.0,"[1.38512, 103.7449799]",[],"Lot 1 Shoppers Mall, 21 Choa Chu Kang Avenue 4 #03-K14A",,,1959.884164505373,$
G8nwRK-LDOxQDDZ8qgUDhA,ginseng-birdnest-pte-singapore,Ginseng Birdnest Pte,,False,https://www.yelp.com/biz/ginseng-birdnest-pte-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['coffee'],3.0,"[1.38513, 103.7443314]",[],Choa Chu Kang Avenue 4 10,,,1945.8787085496615,
V5UUYENQtwTuDRFqrLPVDA,phoenix-indian-restaurant-singapore,Phoenix Indian Restaurant,,False,https://www.yelp.com/biz/phoenix-indian-restaurant-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['indpak'],5.0,"[1.3774200252761, 103.75705617791]",[],4 Phoenix Road,+6564681044,+65 6468 1044,516.8831331146994,
rhxqGrQZySZ0k8yutaeDYw,karus-indian-banana-leaf-singapore,Karu's Indian Banana Leaf,https://s3-media3.fl.yelpcdn.com/bphoto/QS3V9hTI1G3eoFHQu3_y8g/o.jpg,False,https://www.yelp.com/biz/karus-indian-banana-leaf-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,8,['indpak'],4.5,"[1.3732994374981, 103.763193979389]",[],896 Dunearn Rd,+6567627284,+65 6762 7284,1327.5907799878944,$
oGtufF_-J0aXoabKhY9Uig,cod-fish-specialty-house-singapore,Cod Fish Specialty House,,False,https://www.yelp.com/biz/cod-fish-specialty-house-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,"['seafood', 'chinese']",4.0,"[1.37734, 103.756813]",[],2 Phoenix Road,+6568750577,+65 6875 0577,519.1265054537438,
es6VWrsHiT_W6IS8l47nGQ,pollo-el-veloz-suc-infonavit-1ª-de-mayo-singapore,"Pollo ""El Veloz"" Suc. Infonavit 1ª de Mayo",https://s3-media1.fl.yelpcdn.com/bphoto/ZGy98hSgivOvfH50FIE6fg/o.jpg,False,https://www.yelp.com/biz/pollo-el-veloz-suc-infonavit-1%C2%AA-de-mayo-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['bbq'],4.0,"[1.37902, 103.75328]",[],Calle Proletariado Mexicano s/n,,,70.98833268366698,
hID-aL7_25klLsNwUyKcPw,io-italian-osteria-singapore,iO Italian Osteria,https://s3-media2.fl.yelpcdn.com/bphoto/F5O81nXv9WD-6AKc52mZOg/o.jpg,False,https://www.yelp.com/biz/io-italian-osteria-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,19,['italian'],4.5,"[1.36296244229395, 103.764406367292]",[],4 Hillview Rise Hill V2,+6567107150,+65 6710 7150,2202.615883677884,$$$
4vAESgu5Nnyznwt649T94Q,suki-ya-singapore-6,Suki-Ya,https://s3-media4.fl.yelpcdn.com/bphoto/Ivb3RBlYH4iN7zFpXKiinQ/o.jpg,False,https://www.yelp.com/biz/suki-ya-singapore-6?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['japanese'],4.0,"[1.37994, 103.7643204]",[],1 Jelebu Rd,+6567658815,+65 6765 8815,1301.18216489962,
BtLnS60b6x3hTcHCsTMtZA,ga-hock-seafood-singapore,Ga Hock Seafood,https://s3-media2.fl.yelpcdn.com/bphoto/XZ3yVyHKr4UOPpjG7tMYaA/o.jpg,False,https://www.yelp.com/biz/ga-hock-seafood-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,2,"['localflavor', 'food']",3.5,"[1.33109, 103.7960129]",[],794 Upper Bukit Timah Road,+6563146725,+65 6314 6725,1355.9259918871123,$$
Gb9no6czGV2eLUUH0zygZg,hjh-zainab-kitchen-singapore,HJH Zainab Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/MqNEvoY9XJbweB4RlnbcQg/o.jpg,False,https://www.yelp.com/biz/hjh-zainab-kitchen-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['foodstands'],5.0,"[1.380782, 103.7602171]",[],5 Woodlands Rd,,,866.4594258791545,
OjYqUkeQEMQYRhSsgWI0bA,koo-kee-singapore,Koo Kee,https://s3-media2.fl.yelpcdn.com/bphoto/xvU3ntOc9Naa8LJb2LS_wA/o.jpg,False,https://www.yelp.com/biz/koo-kee-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['asianfusion'],4.0,"[1.38037279999111, 103.763780880513]",[],1 Jelebu Road,+6562690081,+65 6269 0081,1247.8703105308991,$
UDDq8CLXzfGIz1HM8UandQ,green-on-earth-singapore,Green On Earth,https://s3-media3.fl.yelpcdn.com/bphoto/WX1OmWxNe8pvmJOXB6l8Xw/o.jpg,False,https://www.yelp.com/biz/green-on-earth-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,3,['cafes'],3.5,"[1.3774060706383, 103.756951484295]",[],2 Phoenix Rd,+6567692230,+65 6769 2230,506.3814310513211,$
UTxFsiq6sIgnBi2Cdjyw7A,eighteen-chef-singapore,Eighteen Chef,https://s3-media3.fl.yelpcdn.com/bphoto/heh1muXH-Bjo8u8FD0onog/o.jpg,False,https://www.yelp.com/biz/eighteen-chef-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,4,"['bistros', 'asianfusion']",4.0,"[1.37994, 103.7643204]",[],1 Jelebu Rd,+6567670557,+65 6767 0557,1301.18216489962,$
JU11DEM4D24bBzru5iujWQ,u-and-me-tea-singapore,U & Me Tea,https://s3-media1.fl.yelpcdn.com/bphoto/yp0BOxUexQKeIcLNeghVzA/o.jpg,False,https://www.yelp.com/biz/u-and-me-tea-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['desserts'],3.0,"[1.38037, 103.7532578]",[],"Block 143, Teck Whye Lane, #01-241",,,188.90596229745927,
wUBqCExnR1UzTWFkzRJ5ig,sams-western-and-grill-singapore,Sam's Western & Grill,https://s3-media4.fl.yelpcdn.com/bphoto/2FVfPHDP3SBF4o0gQU7Faw/o.jpg,False,https://www.yelp.com/biz/sams-western-and-grill-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['tradamerican'],1.0,"[1.38074482337517, 103.760431563609]",[],1 Woodlands Rd,+6567695025,+65 6769 5025,888.6599653395864,
2x_mN4dxr8I2jFVt_pEgmw,papa-johns-singapore,Papa John's,https://s3-media2.fl.yelpcdn.com/bphoto/oN7lTMIuhdqtwmEsqH8w7w/o.jpg,False,https://www.yelp.com/biz/papa-johns-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['pizza'],5.0,"[1.36292518048345, 103.76448698872]",[],4 Hillview Rd,+6562650339,+65 6265 0339,2211.2733260003315,$
fl6ehpTIqmNjElt8HG350Q,hup-choon-eating-house-singapore-2,Hup Choon Eating House,,False,https://www.yelp.com/biz/hup-choon-eating-house-singapore-2?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['food'],5.0,"[1.3316498, 103.7949066]",[],816 Upper Bukit Timah Road,,,1329.379113506604,
MxOwRcGHwyhfWRsOGYHYjQ,yuba-hut-singapore-4,YuBa Hut,https://s3-media2.fl.yelpcdn.com/bphoto/gcywie3A_HaprB0CWPOhsQ/o.jpg,False,https://www.yelp.com/biz/yuba-hut-singapore-4?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,2,['japanese'],2.0,"[1.37853, 103.76409]",[],17 Petir Rd,,,1166.286853995251,
qajlGbNo6ok0fLf8sgaI0Q,penyet-town-singapore,Penyet Town,https://s3-media1.fl.yelpcdn.com/bphoto/zb9DJaYQWkj_nnV_qsCqXA/o.jpg,False,https://www.yelp.com/biz/penyet-town-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,2,['chinese'],4.0,"[1.38040083593167, 103.760213841979]",[],Bukit Timah Road,,,856.9016704199611,
JvVnN3h4r4RH4xrgdD7uJA,joyden-canton-kitchen-singapore,Joyden Canton Kitchen,https://s3-media4.fl.yelpcdn.com/bphoto/DMMj6JarFUl1dG9IVaPbcA/o.jpg,False,https://www.yelp.com/biz/joyden-canton-kitchen-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,2,['chinese'],2.5,"[1.35348, 103.7596207]",[],4 Hillview Rise,,,2192.133755150982,
zFtCo-pdjh8LTHmMBgv47w,hai-xian-zhu-zhou-singapore,Hai Xian Zhu Zhou,https://s3-media3.fl.yelpcdn.com/bphoto/gURM_stWp7ubkLB7zrDjgw/o.jpg,False,https://www.yelp.com/biz/hai-xian-zhu-zhou-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,2,['chinese'],3.0,"[1.37627, 103.7644399]",[],163 Gangsa Rd,,,1347.7090253752706,
CTK5ILpAzm9L_iQ6zsWK6A,tonkotsu-kazan-ramen-singapore-4,Tonkotsu Kazan Ramen,https://s3-media3.fl.yelpcdn.com/bphoto/xvlH0mu4xFfofgFGoeakqA/o.jpg,False,https://www.yelp.com/biz/tonkotsu-kazan-ramen-singapore-4?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,2,['ramen'],3.5,"[1.37994, 103.7643204]",[],1 Jelebu Rd,+6567672675,+65 6767 2675,1301.18216489962,$$
MJCbhEhurWC_UndcsREYbQ,tenryu-dining-and-teahouse-singapore,Tenryu Dining & Teahouse,https://s3-media3.fl.yelpcdn.com/bphoto/lnDnwmy227sHcW2cBPguIg/o.jpg,False,https://www.yelp.com/biz/tenryu-dining-and-teahouse-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['japanese'],3.0,"[1.3653, 103.76962]",[],17 Dairy Farm Rd,+6564648894,+65 6464 8894,2419.4021749151825,
whCYJO_ma2S2EurxkxJegw,dean-and-deluca-singapore-4,Dean & Deluca,https://s3-media4.fl.yelpcdn.com/bphoto/-tZm1w9ZXS3piYxWWSji2Q/o.jpg,False,https://www.yelp.com/biz/dean-and-deluca-singapore-4?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,5,['cafes'],3.5,"[1.3630508, 103.764241]",[],4 Hillview Rise,+6567107282,+65 6710 7282,2183.8193209505625,$$
7iKXErqZRNfzqP8RWZiivQ,prime-supermarket-singapore,Prime Supermarket,,False,https://www.yelp.com/biz/prime-supermarket-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['grocery'],5.0,"[1.38076, 103.752037]",[],142 Teck Whye Ln,,,217.42293951321366,$
te4rnApUSJ0sbWlozzmkKQ,tuk-tuk-cha-singapore-7,Tuk Tuk Cha,https://s3-media4.fl.yelpcdn.com/bphoto/Z1eU9nbIoctQNTxmq_BKMA/o.jpg,False,https://www.yelp.com/biz/tuk-tuk-cha-singapore-7?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['thai'],2.0,"[1.37848314593682, 103.763363590545]",[],1 Jelebu Rd,,,1191.7546475585802,
fyuCXobt7o0EAeS5t1XB8A,av-prata-indian-muslim-food-no-title,AV Prata Indian Muslim Food,https://s3-media3.fl.yelpcdn.com/bphoto/piUWOw7mDZq7_ml4h52dzg/o.jpg,False,https://www.yelp.com/biz/av-prata-indian-muslim-food-no-title?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['food'],3.0,"[1.38125, 103.7649612]",[],101 Bukit Panjang Road,,,1368.6016169441352,
j4uqXi_NlheXcDrJvQN9tg,hey-sugar-no-title,HEY SUGAR,https://s3-media3.fl.yelpcdn.com/bphoto/hyxoL8oix17YvgMXs3x3DQ/o.jpg,False,https://www.yelp.com/biz/hey-sugar-no-title?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,2,['icecream'],5.0,"[1.37795, 103.74898]",[],Block 818 Choa Chu Kang Avenue 1,,,436.3095054605795,
uk_lG887ciIPWfE7fbQiNA,kinsa-sushi-singapore-3,Kinsa Sushi,https://s3-media1.fl.yelpcdn.com/bphoto/QHiXq32-PoMNf59cOX25Ug/o.jpg,False,https://www.yelp.com/biz/kinsa-sushi-singapore-3?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,2,['sushi'],2.0,"[1.3625105, 103.7643171]",[],4 Hillview Rise,+6567107278,+65 6710 7278,2190.7331364822676,
2v-qFuNF03yk1gvml19ekw,siam-kitchen-singapore-9,Siam Kitchen,https://s3-media2.fl.yelpcdn.com/bphoto/MoS4oJo1BPBnabUltgdI-A/o.jpg,False,https://www.yelp.com/biz/siam-kitchen-singapore-9?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,2,['thai'],3.0,"[1.37994, 103.7643204]",[],1 Jelebu Road,+6567658839,+65 6765 8839,1301.18216489962,$$
7KO3vgGglL_se4MtvdVuig,andes-by-aston-singapore,Andes by Aston,,False,https://www.yelp.com/biz/andes-by-aston-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['steak'],1.0,"[1.38039384845715, 103.764222565261]",[],1 Jelebu Rd,+6562193816,+65 6219 3816,1296.8611914454796,
wLvoW09jFRht7HHWmiyxdQ,ah-kow-mushroom-minced-pork-mee-singapore-2,Ah Kow Mushroom Minced Pork Mee,https://s3-media3.fl.yelpcdn.com/bphoto/M-QMYo8ezd6ZReK0pKLYAw/o.jpg,False,https://www.yelp.com/biz/ah-kow-mushroom-minced-pork-mee-singapore-2?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['singaporean'],4.0,"[1.3613599, 103.7512]",[],359 Bukit Batok Street 31,+6598460941,+65 9846 0941,1962.9253480170291,
yjmZTeq6yFHuCONCN4eSNg,beans-and-cream-singapore,Beans & Cream,https://s3-media4.fl.yelpcdn.com/bphoto/9_nlZzPP68R_xxmOJhjkaQ/o.jpg,False,https://www.yelp.com/biz/beans-and-cream-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,4,['icecream'],4.5,"[1.36244899194345, 103.751237839332]",[],347 Bukit Batok Street 34,,,1836.9440503922551,$$
tyQ1uAUrZ5fTA5J2kHF2Hw,nurul-delight-singapore,Nurul Delight,https://s3-media3.fl.yelpcdn.com/bphoto/GsPQmDe6S7_1rUiFAoI-fQ/o.jpg,False,https://www.yelp.com/biz/nurul-delight-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,"['halal', 'singaporean']",3.0,"[1.36383, 103.74669]",[],413 Bukit Batok West Ave 4,,,1832.64590208911,
_lWoWFxUPcvHBY_RrifZ2Q,ya-kun-kaya-toast-singapore-43,Ya Kun Kaya Toast,https://s3-media1.fl.yelpcdn.com/bphoto/i1SfP3OXAXvcJPJyOAy2KA/o.jpg,False,https://www.yelp.com/biz/ya-kun-kaya-toast-singapore-43?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,"['breakfast_brunch', 'coffee']",4.0,"[1.37828745588927, 103.762793652713]",[],17 Petir Rd,+6562659144,+65 6265 9144,1129.5729088337998,
_FdbcjvT-vZziKtIOim90w,uncle-william-edu-and-agri-enterprise-singapore,Uncle William Edu & Agri Enterprise,,False,https://www.yelp.com/biz/uncle-william-edu-and-agri-enterprise-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['meats'],4.0,"[1.38287, 103.7258911]",[],"Stall number 10A, 39 &40, 67 Sungei Tengah Rd",+6567631966,+65 6763 1966,1652.663871544985,
0jyqOxaeB-wfwZ_u8ODh7g,thainy-town-singapore,Thai'ny Town,https://s3-media2.fl.yelpcdn.com/bphoto/3IGcxM1A_ZdAOQWiPOKm7A/o.jpg,False,https://www.yelp.com/biz/thainy-town-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['thai'],3.0,"[1.37978, 103.760383]",[],1 Woodlands Rd,+6567658819,+65 6765 8819,2021.2364045585446,
C1niCrKuERHh-SDNk0doNw,wingadees-singapore,Wingadees,,False,https://www.yelp.com/biz/wingadees-singapore?adjust_creative=8NwQQZhYOk3Lk3HY1sDUfA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=8NwQQZhYOk3Lk3HY1sDUfA,1,['food'],3.0,"[1.38074, 103.7605591]",[],1 Woodlands Road,+6564000820,+65 6400 0820,2021.2364045585446,
